기준일,시도,시군구,먹는치료제 처방기관,전화번호,주소
24년 09월 16일 06시,인천,인천부평구,성모가정의원,032-513-1256,"인천광역시 부평구 세월천로 16, (청천동, 대우A 상가2동 212호)"
24년 09월 16일 06시,인천,인천계양구,엠앤비여성병원,032-552-3500,"인천광역시 계양구 장제로772번길 2, (계산동)"
24년 09월 16일 06시,인천,인천중구,키클소아청소년과의원,032-713-7950,"인천광역시 중구 하늘별빛로65번길 8-11, 메이채프라자 401~2호 (중산동)"
24년 09월 16일 06시,인천,인천강화군,해주병원,032-933-7114,"인천광역시 강화군 하점면 창후로 286, (하점면)"
24년 09월 16일 06시,인천,인천미추홀구,미추홀숲요양병원,032-873-0010,"인천광역시 미추홀구 한나루로 505, (용현동, 조흥빌딩 2층 ~6층)"
24년 09월 16일 06시,인천,인천미추홀구,성모외과의원,032-866-9076,"인천광역시 미추홀구 석정로 387, 지하1,지상1층 (주안동)"
24년 09월 16일 06시,인천,인천연수구,선이비인후과의원,032-817-1500,"인천광역시 연수구 샘말로7번길 7, (연수동)"
24년 09월 16일 06시,인천,인천미추홀구,서울가정의원,032-873-0663,"인천광역시 미추홀구 인주대로266번길 18-1, (용현동)"
24년 09월 16일 06시,인천,인천남동구,미래연세이비인후과의원,032-434-6104,"인천광역시 남동구 미래로 6, 203호 (구월동)"
24년 09월 16일 06시,인천,인천미추홀구,장편한내과의원,032-874-4004,"인천광역시 미추홀구 숙골로87번길 14, 3층 301~304호 (도화동)"
24년 09월 16일 06시,인천,인천남동구,연세소래메디칼의원,437-7585,"인천광역시 남동구 포구로 75, 2,3,4층 (논현동, 송원빌딩)"
24년 09월 16일 06시,인천,인천서구,바로이비인후과의원,032-561-5085,"인천광역시 서구 청라루비로 93, 루비타워 403,409호 (청라동)"
24년 09월 16일 06시,인천,인천남동구,한물결의원,032-446-8275,"인천광역시 남동구 포구로 64-35, 2층 (논현동)"
24년 09월 16일 06시,인천,인천남동구,논현신경과의원,438-8275,"인천광역시 남동구 청능대로 581, 401호 (논현동, 광성프라자)"
24년 09월 16일 06시,인천,인천동구,동부제일의원,032-761-3171,"인천광역시 동구 화수로 18, 303호 (송현동, 동부센트레빌 상가)"
24년 09월 16일 06시,인천,인천남동구,새날의료소비자생활협동조합 새날의원,032-472-1275,"인천광역시 남동구 백범로227번길 95, 3층 (만수동)"
24년 09월 16일 06시,인천,인천부평구,재단법인 자연재단 더필잎요양병원,032-521-5555,"인천광역시 부평구 장제로 175, 지하1(일부)층, 1(일부)층, 2층~8층 전체 (부평동)"
24년 09월 16일 06시,인천,인천서구,윤이비인후과의원,032-565-2356,"인천광역시 서구 완정로 187, 401호 (왕길동, 마전메디칼센타)"
24년 09월 16일 06시,인천,인천미추홀구,기독내과의원,032-766-2511,"인천광역시 미추홀구 석정로 123-1, (숭의동)"
24년 09월 16일 06시,인천,인천계양구,삼성연합의원,032-552-5559,"인천광역시 계양구 장기로 26, 2층 (장기동)"
24년 09월 16일 06시,인천,인천미추홀구,주안속튼튼내과의원,032-710-0877,"인천광역시 미추홀구 석정로 391, 3층 (주안동)"
24년 09월 16일 06시,인천,인천계양구,예일내과의원,032-544-4656,"인천광역시 계양구 새벌로 126, 201호 (효성동, 거성프라자)"
24년 09월 16일 06시,인천,인천부평구,부평삼산내과의원,521-0075,"인천광역시 부평구 체육관로 40, 신영프라자 901호~906호 (삼산동)"
24년 09월 16일 06시,인천,인천서구,천이비인후과의원,583-5460,"인천광역시 서구 거북로 104, (석남동)"
24년 09월 16일 06시,인천,인천남동구,튼튼소아청소년과의원,032-432-3079,"인천광역시 남동구 논고개로 61, 4층 402호 (논현동, 라피에스타)"
24년 09월 16일 06시,인천,인천서구,365별소아청소년과의원,032-581-9900,"인천광역시 서구 가정로 375, 3층 302호 (신현동, 금강아미움)"
24년 09월 16일 06시,인천,인천부평구,삼성가정의학과의원,032-527-7300,"인천광역시 부평구 길주남로 124, 2층 3층 (부개동, 동성빌딩)"
24년 09월 16일 06시,인천,인천중구,튼튼소아청소년과의원,032-746-7588,"인천광역시 중구 흰바위로 31, (운서동, 에어로시티 3층)"
24년 09월 16일 06시,인천,인천남동구,연세짱이비인후과의원,297-2975,"인천광역시 남동구 서창남순환로215번길 48, 3층 305,306호 (서창동, 스카이풀러스2)"
24년 09월 16일 06시,인천,인천연수구,삼성드림이비인후과의원,032-224-0365,"인천광역시 연수구 센트럴로 232, E동 2층 220,221,228,229,231호 (송도동, 더샵센트럴파크1)"
24년 09월 16일 06시,인천,인천강화군,수이비인후과의원,933-7503,"인천광역시 강화군 강화읍 강화대로 402, (강화읍)"
24년 09월 16일 06시,인천,인천서구,길벗내과의원,032-576-5900,"인천광역시 서구 청라라임로 65, 4층 409,410호 (연희동, 라임타워)"
24년 09월 16일 06시,인천,인천중구,장튼튼내과의원,032-752-2388,"인천광역시 중구 하늘달빛로 94, 스타타워1 301~303호 (중산동)"
24년 09월 16일 06시,인천,인천중구,의료법인 성세의료재단 영종국제병원,032-721-3000,"인천광역시 중구 하늘별빛로65번길 7-9,  3층 (중산동,스카이타워)"
24년 09월 16일 06시,인천,인천계양구,서울신내과의원,032-545-0332,"인천광역시 계양구 오조산로 3, 한미리빌딩 2층 201호 (작전동)"
24년 09월 16일 06시,인천,인천중구,하늘메디컬의원,032-752-6008,"인천광역시 중구 하늘중앙로 193, 조양타워 4층 401호 (중산동)"
24년 09월 16일 06시,인천,인천중구,영종삼성의원,032-752-8275,"인천광역시 중구 영종대로 100, (운서동, 신성하우스빌 5층)"
24년 09월 16일 06시,인천,인천부평구,푸른가정의학과의원,032-361-7600,"인천광역시 부평구 부일로 87, (부개동)"
24년 09월 16일 06시,인천,인천연수구,연세꾸러기소아청소년과의원,032-833-7533,"인천광역시 연수구 독배로40번길 43, 301호 (옥련동, 신송빌딩)"
24년 09월 16일 06시,인천,인천연수구,오렌지소아청소년과의원,032-821-9191,"인천광역시 연수구 송도문화로84번길 24, (송도동, 송도에듀포레푸르지오)"
24년 09월 16일 06시,인천,인천계양구,SB나눔제일의원,032-544-6863,"인천광역시 계양구 주부토로496번길 2, 2층 일부호 (계산동)"
24년 09월 16일 06시,인천,인천계양구,새성모의원,032-544-3233,"인천광역시 계양구 장제로1009번길 2, 3층 (박촌동)"
24년 09월 16일 06시,인천,인천연수구,옥련삼성내과의원,032-831-9554,"인천광역시 연수구 독배로 42, 해창빌딩 4~5층 (옥련동)"
24년 09월 16일 06시,인천,인천연수구,바른이비인후과의원,032-817-2333,"인천광역시 연수구 송도국제대로 157, 오네스타 A-118 (송도동)"
24년 09월 16일 06시,인천,인천미추홀구,도화서울이비인후과의원,032-867-9975,"인천광역시 미추홀구 숙골로 114, 3층 301호 (도화동)"
24년 09월 16일 06시,인천,인천서구,행복백세내과의원,032-562-7755,"인천광역시 서구 서곶로 281, 자혜정형외과 2층일부,4층 (심곡동)"
24년 09월 16일 06시,인천,인천동구,서울권이비인후과의원,032-710-2175,"인천광역시 동구 송현로 25, 동인천역코아루시티 2층 201호 (송현동)"
24년 09월 16일 06시,인천,인천중구,영종이엠365의원,032-752-1190,"인천광역시 중구 하늘달빛로 84, 4층 (중산동)"
24년 09월 16일 06시,인천,인천동구,봄소아청소년과의원,032-766-7533,"인천광역시 동구 송미로 7, (송림동)"
24년 09월 16일 06시,인천,인천서구,원당연세이비인후과의원,566-7530,"인천광역시 서구 고산후로95번길 20, 303호 (당하동, 힘찬프라자)"
24년 09월 16일 06시,인천,인천계양구,연세365소아청소년과의원,032-555-0118,"인천광역시 계양구 양지로 133, 영화빌딩 302호 (귤현동)"
24년 09월 16일 06시,인천,인천연수구,마음속내과의원,032-831-2208,"인천광역시 연수구 독배로40번길 11, 401,402,403호 (옥련동, 효명프라자)"
24년 09월 16일 06시,인천,인천서구,코아이비인후과의원,032-575-7582,"인천광역시 서구 중봉대로 588, (연희동)"
24년 09월 16일 06시,인천,인천미추홀구,주안성모이비인후과의원,032-872-8281,"인천광역시 미추홀구 석정로 391, 2층 (주안동)"
24년 09월 16일 06시,인천,인천부평구,한맘의원,032-330-3014,"인천광역시 부평구 충선로 313, 401호 (삼산동)"
24년 09월 16일 06시,인천,인천남동구,메이플이비인후과의원,032-463-1117,"인천광역시 남동구 호구포로 794-1, (구월동, 3층)"
24년 09월 16일 06시,인천,인천계양구,상우내과의원,032-551-0860,"인천광역시 계양구 경명대로 1096, 계산메디칼센타 2,3층 202,203,302,304호 (계산동)"
24년 09월 16일 06시,인천,인천남동구,연세나오미의원,423-9100,"인천광역시 남동구 백범로 338-1, 지하1,지상1~5층 전체호 (간석동)"
24년 09월 16일 06시,인천,인천연수구,서울수이비인후과의원,032-831-3050,"인천광역시 연수구 신송로 161, 송도 하이츠 2층 212호 (송도동)"
24년 09월 16일 06시,인천,인천남동구,모래내굿모닝내과의원,032-467-7588,"인천광역시 남동구 호구포로 798, 2층 나호 (구월동)"
24년 09월 16일 06시,인천,인천미추홀구,성모가정의학과의원,032-862-9933,"인천광역시 미추홀구 학익소로61번길 139, (학익동)"
24년 09월 16일 06시,인천,인천미추홀구,나무두리소아청소년과의원,032-888-0619,"인천광역시 미추홀구 독배로317번길 23, 4층 401,402호 (용현동, 해성프라자)"
24년 09월 16일 06시,인천,인천연수구,삼성연합의원,032-833-8556,"인천광역시 연수구 독배로40번길 21, 3층 (옥련동)"
24년 09월 16일 06시,인천,인천부평구,바른이비인후과소아청소년과의원,032-721-7505,"인천광역시 부평구 세월천로 42, 2층 (청천동)"
24년 09월 16일 06시,인천,인천서구,아산큰내과의원,032-563-2770,"인천광역시 서구 검단로 469, 4~5층 (왕길동)"
24년 09월 16일 06시,인천,인천미추홀구,더건강한내과의원,032-864-2100,"인천광역시 미추홀구 제일로 34, (도화동)"
24년 09월 16일 06시,인천,인천남동구,딸기소아청소년과의원,032-435-4275,"인천광역시 남동구 앵고개로847번길 64, 3층 302호 (논현동, 골든프라자)"
24년 09월 16일 06시,인천,인천서구,청라맑은숨내과의원,032-272-0012,"인천광역시 서구 청라에메랄드로102번길 8, 우성메디피아 303,304호 (청라동)"
24년 09월 16일 06시,인천,인천중구,예스삼성소아청소년과의원,032-752-9722,"인천광역시 중구 영종대로 184, 영종예스타워복합상영관 4층 401호 (운서동)"
24년 09월 16일 06시,인천,인천부평구,삼성장편한내과의원,032-433-7588,"인천광역시 부평구 열우물로 90, 상가F동 3층 310호, 4층 403~406호 (십정동, 더샵부평센트럴시티)"
24년 09월 16일 06시,인천,인천연수구,맑음플러스이비인후과의원,032-851-6622,"인천광역시 연수구 컨벤시아대로230번길 54, 닥터플러스몰 6층 A601,602,603호 (송도동)"
24년 09월 16일 06시,인천,인천계양구,연세새봄내과의원,032-544-2228,"인천광역시 계양구 계양대로 65, 2층 (작전동)"
24년 09월 16일 06시,인천,인천서구,루원성모내과의원,032-575-8276,"인천광역시 서구 가정로 437, 301동 B114~115호 (가정동, 루원시티 SK Leaders' VIEW)"
24년 09월 16일 06시,인천,인천서구,위바른내과의원,032-561-5570,"인천광역시 서구 이음대로 378, 로뎀타워 501~506, 511호 (원당동)"
24년 09월 16일 06시,인천,인천중구,맑은하늘이비인후과의원,032-746-1017,"인천광역시 중구 하늘중앙로 193, 조양타워 603호 (중산동)"
24년 09월 16일 06시,인천,인천남동구,더편한장사랑내과의원,032-721-7585,"인천광역시 남동구 남동대로 880, 올리브백화점 C동 1층 일부(101~108호 포함)호 (간석동)"
24년 09월 16일 06시,인천,인천강화군,온수의원,032-937-6835,"인천광역시 강화군 길상면 온수길36번길 2, (길상면)"
24년 09월 16일 06시,인천,인천미추홀구,준소아과의원,032-867-4650,"인천광역시 미추홀구 매소홀로 338, (학익동)"
24년 09월 16일 06시,인천,인천남동구,남촌가정의원,032-467-3235,"인천광역시 남동구 호구포로535번길 48-2, 3층 (남촌동, 부경빌딩)"
24년 09월 16일 06시,인천,인천남동구,최병길내과의원,032-431-6220,"인천광역시 남동구 석산로 146, (간석동)"
24년 09월 16일 06시,인천,인천남동구,이광래내과의원,032-891-3456,"인천광역시 남동구 인하로 568, 8층 전체호 (구월동, 아시아드타워(상업5-2))"
24년 09월 16일 06시,인천,인천서구,인천연합의원,032-574-4843,"인천광역시 서구 염곡로 329, (신현동)"
24년 09월 16일 06시,인천,인천부평구,진심장혈관흉부외과의원,032-505-8875,"인천광역시 부평구 길주로 659, 미라쥬타워 6층 604호 (삼산동)"
24년 09월 16일 06시,인천,인천남동구,간석연세이비인후과의원,424-4466,"인천광역시 남동구 석산로 156, 1동 203호 (간석동, 간석레미안자이상가)"
24년 09월 16일 06시,인천,인천부평구,동암연세이비인후과의원,032-426-3826,"인천광역시 부평구 열우물로 51, 동화메디칼 2층 일부호 (십정동)"
24년 09월 16일 06시,인천,인천계양구,홍도신경외과의원,032-546-2000,"인천광역시 계양구 계양대로 55, (작전동)"
24년 09월 16일 06시,인천,인천미추홀구,최박내과의원,032-420-0092,"인천광역시 미추홀구 경원대로 869, (주안동)"
24년 09월 16일 06시,인천,인천서구,다인이비인후과의원,575-0614,"인천광역시 서구 원적로 100, (가좌동)"
24년 09월 16일 06시,인천,인천미추홀구,아산베스트내과의원,032-721-7225,"인천광역시 미추홀구 인하로221번길 6, 3~4층 (주안동)"
24년 09월 16일 06시,인천,인천계양구,이선호소아청소년과의원,032-545-1011,"인천광역시 계양구 봉오대로555번길 14, 썬프라자 (효성동)"
24년 09월 16일 06시,인천,인천남동구,파티마의원,471-9944,"인천광역시 남동구 만수로 7, 2,3층 (만수동)"
24년 09월 16일 06시,인천,인천동구,연세성모의원,032-772-0266,"인천광역시 동구 화도진로 183, 2층 (만석동)"
24년 09월 16일 06시,인천,인천남동구,의료법인 길의료재단 길병원,,"인천광역시 남동구 남동대로774번길 21-0, 의료법인길의료재단길병원"
24년 09월 16일 06시,인천,인천서구,의료법인루가의료재단 나은병원,032-584-0114,"인천광역시 서구 원적로 23, 23"
24년 09월 16일 06시,인천,인천서구,(의)성세의료재단 뉴성민병원,032-726-1000,"인천광역시 서구 신석로 70, (석남동)"
24년 09월 16일 06시,인천,인천서구,온누리병원,032-567-6200,"인천광역시 서구 완정로 199, 199"
24년 09월 16일 06시,인천,인천계양구,인천세종병원,032-240-8000,"인천광역시 계양구 계양문화로 20, (작전동)"
24년 09월 16일 06시,인천,인천서구,가톨릭관동대학교 국제성모병원,032-1600-8291,"인천광역시 서구 심곡로100번길 25-0, 인천국제성모병원"
24년 09월 16일 06시,인천,인천남동구,인천힘찬종합병원,032-1899-2220,"인천광역시 남동구 논현로 72-0, 인천힘찬종합병원"
24년 09월 16일 06시,인천,인천연수구,인천적십자병원,032-899-4000,"인천광역시 연수구 원인재로 263- , 263"
24년 09월 16일 06시,인천,인천남동구,서울이룸병원,032-469-4394,"인천광역시 남동구 구월로 241, 1~5층 전체호 (구월동, 이룸메디컬)"
24년 09월 16일 06시,인천,인천남동구,더편한장내과의원,032-465-0730,"인천광역시 남동구 인하로 616, 커뮤니티프라자 5층 505호, 506호, 507호 (구월동)"
24년 09월 16일 06시,인천,인천서구,청라여성병원,032-716-6000,"인천광역시 서구 중봉대로 602, 2~5층,6층일부,9층 (청라동)"
24년 09월 16일 06시,인천,인천서구,검단위키즈 병원,032-713-3300,"인천광역시 서구 원당대로 1039, 태경타워 3,4층 전체호 (원당동)"
24년 09월 16일 06시,인천,인천남동구,연세와병원,1599-1955,"인천광역시 남동구 정각로 2, 인천연세와병원 본관 지1층, 2~8층, 별관 1~4층, 옥탑 1~2층 (구월동)"
24년 09월 16일 06시,인천,인천서구,정인의료소비자협동조합 검단연세요양병원,032-505-6114,"인천광역시 서구 검단로459번길 3-2, (왕길동)"
24년 09월 16일 06시,인천,인천서구,감인의료재단 청라백세요양병원,032-524-8800,"인천광역시 서구 로봇랜드로249번길 14, (경서동)"
24년 09월 16일 06시,인천,인천남동구,봄날요양병원,032-464-9101,"인천광역시 남동구 인주대로 806, (구월동)"
24년 09월 16일 06시,인천,인천미추홀구,연세예스내과의원,032-866-6500,"인천광역시 미추홀구 경인로 347, 국제빌딩 2층 (주안동)"
24년 09월 16일 06시,인천,인천서구,루원탑내과의원,032-561-7535,"인천광역시 서구 봉오대로 255, 루원눈담봄 2층 207~210호 (가정동)"
24년 09월 16일 06시,인천,인천남동구,더행복요양병원,431-8585,"인천광역시 남동구 미래로 45, 벤처빌딩 2,3,4,5,7층 (구월동)"
24년 09월 16일 06시,인천,인천서구,청라베스트요양병원,032-220-1500,"인천광역시 서구 봉오재3로110번길 7, 가정봄프라자 6,7,8,9층 (가정동)"
24년 09월 16일 06시,인천,인천서구,더바른성모내과의원(The바른성모내과의원),032-568-8275,"인천광역시 서구 이음3로 149, 위너스 프라자 5층 (당하동)"
24년 09월 16일 06시,인천,인천서구,천진요양병원,032-577-9777,"인천광역시 서구 건지로 264, 4,5,6층 (가좌동)"
24년 09월 16일 06시,인천,인천남동구,행복마을요양병원,032-441-3338,"인천광역시 남동구 백범로 398, 새마을금고중앙회 (간석동)"
24년 09월 16일 06시,인천,인천서구,서울닥터스요양병원,032-721-7075,"인천광역시 서구 가정로 270, (석남동)"
24년 09월 16일 06시,인천,인천서구,더숲이비인후과의원,032-710-6987,"인천광역시 서구 이음3로 149, 위너스 프라자 4층 (당하동)"
24년 09월 16일 06시,인천,인천미추홀구,세움요양병원,032-888-2300,"인천광역시 미추홀구 아암대로 53, 3~10층 (용현동)"
24년 09월 16일 06시,인천,인천계양구,한가람메디즈의원,032-721-7512,"인천광역시 계양구 새벌로 112, 마스터즈 2층 206~209호 (효성동)"
24년 09월 16일 06시,인천,인천부평구,명의원,032-523-7778,"인천광역시 부평구 장제로 176, (부평동)"
24년 09월 16일 06시,인천,인천미추홀구,이진숙소아과의원,032-866-5645,"인천광역시 미추홀구 인하로 273, (주안동)"
24년 09월 16일 06시,인천,인천부평구,오사랑이비인후과의원,032-435-2679,"인천광역시 부평구 열우물로 54, (십정동)"
24년 09월 16일 06시,인천,인천남동구,서울의원,032-446-1669,"인천광역시 남동구 포구로 96, 203호일부, 204호 (논현동, 주공A상가)"
24년 09월 16일 06시,인천,인천미추홀구,문영주내과의원,032-425-2111,"인천광역시 미추홀구 경인로 485, (주안동)"
24년 09월 16일 06시,인천,인천미추홀구,박규섭내과의원,032-884-5868,"인천광역시 미추홀구 토금남로 31, (용현동)"
24년 09월 16일 06시,인천,인천미추홀구,온가정의원,032-889-3584,"인천광역시 미추홀구 인중로 13, (숭의동)"
24년 09월 16일 06시,인천,인천미추홀구,선우이비인후과의원,032-867-3042,"인천광역시 미추홀구 경인로 344, (주안동)"
24년 09월 16일 06시,인천,인천남동구,다정한소아청소년과의원,032-472-1110,"인천광역시 남동구 호구포로 818, (구월동, 퍼스트하임 208,209,210호)"
24년 09월 16일 06시,인천,인천미추홀구,코뿔소이비인후과의원,032-721-3700,"인천광역시 미추홀구 미추홀대로 610, 2층 (주안동)"
24년 09월 16일 06시,인천,인천서구,임내과의원,032-571-0668,"인천광역시 서구 가정로 202, (석남동)"
24년 09월 16일 06시,인천,인천서구,더블유이비인후과의원,032-561-3500,"인천광역시 서구 이음대로 479, CS메디컬프라자 401~404호 (당하동)"
24년 09월 16일 06시,인천,인천계양구,벗이비인후과 임학점 의원,032-710-7531,"인천광역시 계양구 장제로 871, 셀파마빌딩 2층 (임학동)"
24년 09월 16일 06시,인천,인천서구,아인내과의원,032-565-1806,"인천광역시 서구 발산로 6, 아인시티 주차타워 401 ~ 406호 (원당동)"
24년 09월 16일 06시,인천,인천동구,인천광역시의료원,032-580-6000,"인천광역시 동구 방축로 217, 217"
24년 09월 16일 06시,인천,인천부평구,성모누리의원,032-525-7773,"인천광역시 부평구 세월천로 35, 명성월드프라자 3층 301~304호 (청천동)"
24년 09월 16일 06시,인천,인천미추홀구,왕소아청소년과의원,032-428-3886,"인천광역시 미추홀구 인주대로 400, 3층 303호 (주안동)"
24년 09월 16일 06시,인천,인천서구,검단이엠365의원,032-568-5011,"인천광역시 서구 이음5로 30, 연세프라자9 2,3층 206~214, 305~314호 (원당동)"
24년 09월 16일 06시,인천,인천중구,삼성내과의원,032-762-1137,"인천광역시 중구 서해대로 476, 우정빌딩 1층 (유동)"
24년 09월 16일 06시,인천,인천미추홀구,김홍희탱글의원,032-435-7579,"인천광역시 미추홀구 문화로 51, (관교동)"
24년 09월 16일 06시,인천,인천서구,나무요양병원,032-569-7175,"인천광역시 서구 고산후로121번길 19, 새롬프라자 1~5층 (원당동)"
24년 09월 16일 06시,인천,인천서구,신현승내과의원,582-8575,"인천광역시 서구 원적로 85, (가좌동, 우신프라자)"
24년 09월 16일 06시,인천,인천계양구,고려가정의원,032-551-2626,"인천광역시 계양구 병방로 17, 제일빌딩 (병방동)"
24년 09월 16일 06시,인천,인천부평구,새롬이비인후과의원,032-514-7800,"인천광역시 부평구 부평문화로 55, (부평동, 와이디타워 702호)"
24년 09월 16일 06시,인천,인천미추홀구,김이비인후과의원,032-884-2686,"인천광역시 미추홀구 독배로 422, (용현동)"
24년 09월 16일 06시,인천,인천부평구,윤종욱이비인후과의원,032-507-5175,"인천광역시 부평구 후정동로 35, (삼산동)"
24년 09월 16일 06시,인천,인천부평구,미래연합가정의학과의원,032-505-5512,"인천광역시 부평구 영성로 34, 2층 (삼산동)"
24년 09월 16일 06시,인천,인천남동구,참편한가정의원,032-472-7585,"인천광역시 남동구 서창남순환로 140, 더포레스트아파트상가동 2층 202,203,204호 (서창동, 더포레스트)"
24년 09월 16일 06시,인천,인천남동구,연세플러스의원,032-424-7588,"인천광역시 남동구 예술로 198, 지하3층 일부호 (구월동, CGV홈플러스)"
24년 09월 16일 06시,인천,인천중구,인천국제공항의원,032-743-3119,"인천광역시 중구 공항로 272, (운서동)"
24년 09월 16일 06시,인천,인천부평구,부평사랑내과의원,032-526-0075,"인천광역시 부평구 마장로 338, 1, 4층 일부호 (산곡동)"
24년 09월 16일 06시,인천,인천계양구,방규태내과의원,032-543-8275,"인천광역시 계양구 경명대로 1074, 202,207호 (계산동, 삼환1빌딩)"
24년 09월 16일 06시,인천,인천동구,이현우메디칼의원,032-773-7227,"인천광역시 동구 화도진로 137, (만석동)"
24년 09월 16일 06시,인천,인천부평구,중앙성모의원,032-511-4792,"인천광역시 부평구 후정동로 12, (삼산동, 인천삼산벽산블루밍 상가동)"
24년 09월 16일 06시,인천,인천연수구,송도내과의원,032-851-7505,"인천광역시 연수구 해돋이로120번길 16, 201호 (송도동, 송도신도시풍림아이원 2단지 상가)"
24년 09월 16일 06시,인천,인천서구,원당연세메디칼의원,032-566-5060,"인천광역시 서구 원당대로 841, (원당동)"
24년 09월 16일 06시,인천,인천남동구,속편한내과의원,433-3500,"인천광역시 남동구 인하로507번길 63, 5층 전체호 (구월동, 모아메디컬타워)"
24년 09월 16일 06시,인천,인천미추홀구,하기수내과의원,032-873-8275,"인천광역시 미추홀구 석정로 436, (주안동)"
24년 09월 16일 06시,인천,인천중구,신흥메디칼의원,032-885-7582,"인천광역시 중구 도원로7번길 11, (신흥동3가)"
24년 09월 16일 06시,인천,인천부평구,메디베베소아청소년과의원,032-362-1171,"인천광역시 부평구 길주남로 159, 301호 (부개동, 새롬프라자)"
24년 09월 16일 06시,인천,인천서구,상이비인후과의원,572-7582,"인천광역시 서구 가정로 372, 2층 (가정동)"
24년 09월 16일 06시,인천,인천연수구,글로벌송도의원,032-295-1000,"인천광역시 연수구 송도문화로28번길 28, 203동 210호 (송도동, 글로벌 캠퍼스푸르지오 상가)"
24년 09월 16일 06시,인천,인천계양구,성혜정형외과의원,032-551-4501,"인천광역시 계양구 봉오대로 729, 2층 (작전동)"
24년 09월 16일 06시,인천,인천서구,이동희소아청소년과의원,032-565-7575,"인천광역시 서구 서곶로 293, 403호 (심곡동, 우민빌딩)"
24년 09월 16일 06시,인천,인천중구,스타소아청소년과의원,032-724-9003,"인천광역시 중구 자연대로 47, 스타타워2 4층 407~410호 (중산동)"
24년 09월 16일 06시,인천,인천서구,연세이비인후과의원,032-579-5284,"인천광역시 서구 원적로 85, 304호 (가좌동, 우신프라자)"
24년 09월 16일 06시,인천,인천서구,김득조내과의원,032-581-9777,"인천광역시 서구 율도로 98, 302호 (석남동, 서인빌딩)"
24년 09월 16일 06시,인천,인천미추홀구,김원배소아청소년과의원,032-881-4509,"인천광역시 미추홀구 낙섬중로 37, 4층 (용현동)"
24년 09월 16일 06시,인천,인천미추홀구,서울중앙의원,032-874-8500,"인천광역시 미추홀구 한나루로 389, (학익동)"
24년 09월 16일 06시,인천,인천남동구,양소아청소년과의원,446-2364,"인천광역시 남동구 함박뫼로 441, 203호 (논현동)"
24년 09월 16일 06시,인천,인천계양구,행복한내과의원,032-552-3266,"인천광역시 계양구 양지로 151, 4층 (귤현동, 샤인빌딩)"
24년 09월 16일 06시,인천,인천남동구,장태일내과의원,032-471-7500,"인천광역시 남동구 구월로 284, (구월동)"
24년 09월 16일 06시,인천,인천계양구,최낙원소아청소년과의원,032-546-3451,"인천광역시 계양구 장제로 911, (병방동)"
24년 09월 16일 06시,인천,인천계양구,한소망소아청소년과의원,032-554-0205,"인천광역시 계양구 계양문화로 96, (용종동, 강북프라자)"
24년 09월 16일 06시,인천,인천부평구,오영택이비인후과의원,032-515-2614,"인천광역시 부평구 경원대로 1234, (산곡동)"
24년 09월 16일 06시,인천,인천미추홀구,이하영소아과의원,032-862-0582,"인천광역시 미추홀구 인하로 251, (주안동)"
24년 09월 16일 06시,인천,인천서구,하이큐홍내과의원,582-5430,"인천광역시 서구 원적로 100, 4층 (가좌동, 가좌로얄프라자)"
24년 09월 16일 06시,인천,인천부평구,동수녹십자의원,032-525-7531,"인천광역시 부평구 장제로 27, 201호 (부평동, 해마루)"
24년 09월 16일 06시,인천,인천부평구,푸른의원,032-203-7575,"인천광역시 부평구 배곶남로 24, (십정동)"
24년 09월 16일 06시,인천,인천남동구,남동성심의원,465-4494,"인천광역시 남동구 장승로 41, 지하1층 일부호, 1층 101호 (만수동)"
24년 09월 16일 06시,인천,인천계양구,한소망내과의원,032-554-7172,"인천광역시 계양구 계양문화로 96, 403호 (용종동, 강북프라자)"
24년 09월 16일 06시,인천,인천부평구,부광의원,032-514-7214,"인천광역시 부평구 부영로 11, 3,4층 (부평동, 광현빌딩)"
24년 09월 16일 06시,인천,인천계양구,연세우리들의원,032-555-9414,"인천광역시 계양구 장제로 822, 롯데마트 계양점 3층 일부호 (계산동)"
24년 09월 16일 06시,인천,인천남동구,우리의원,466-7102,"인천광역시 남동구 인주대로 664, 메인프라자 2차 303,304호 (구월동)"
24년 09월 16일 06시,인천,인천계양구,연세의원,032-547-0488,"인천광역시 계양구 새벌로 120, 205호 (효성동, 대산아파트상가)"
24년 09월 16일 06시,인천,인천부평구,서울성모이비인후과의원,032-529-8276,"인천광역시 부평구 길주로494번길 26, 2층 일부호 (청천동)"
24년 09월 16일 06시,인천,인천연수구,수이비인후과의원,032-815-8384,"인천광역시 연수구 앵고개로 250, 3층 (동춘동, 연수메디칼)"
24년 09월 16일 06시,인천,인천남동구,세브란스의원,432-5955,"인천광역시 남동구 용천로 157, 2층 (간석동)"
24년 09월 16일 06시,인천,인천미추홀구,연세소아과의원,032-887-0044,"인천광역시 미추홀구 토금남로 53, (용현동)"
24년 09월 16일 06시,인천,인천남동구,한사랑가정의원,472-7272,"인천광역시 남동구 장승로 13-1, (만수동)"
24년 09월 16일 06시,인천,인천서구,안용진내과의원,032-562-1430,"인천광역시 서구 완정로 187, 2,5,6층 (왕길동)"
24년 09월 16일 06시,인천,인천부평구,삼산명의원,032-515-7991,"인천광역시 부평구 수변로 333, 207호호 (삼산동, 삼산타운)"
24년 09월 16일 06시,인천,인천부평구,김소아청소년과의원,032-514-4848,"인천광역시 부평구 안남로222번길 27, 3층 301호 (산곡동, 경남종합상가)"
